---Item List as of 04/09/2009---
Tools: POLutils (thanks Pebbles)
Organizer: Blasingame

Notes: If you find any missing items on this list please notify dev or myself on http://www.projectxi.org/forums/.

Table of Contents:
1. General Items	[GI1]
000041D1 (16849)	cermet lance
000041D3 (16851)	Royal Knight Army lance
000041D4 (16852)	Royal Spearman's spear
000041D5 (16853)	Lizard Piercer
000041D7 (16855)	colossal lance
000041D8 (16856)	obelisk
000041D9 (16857)	wind spear
000041DA (16858)	sacred lance
000041DB (16859)	bronze spear +1
000041DC (16860)	holy lance
000041DD (16861)	ice lance
000041DE (16862)	harpoon +1
000041DF (16863)	cruel spear
000041E0 (16864)	brass spear +1
000041E1 (16865)	spear +1
000041E2 (16866)	halberd +1
000041E3 (16867)	Orc Piercer
000041E4 (16868)	heavy halberd
000041E5 (16869)	Thundercloud
000041E6 (16870)	Envy spear
000041E7 (16871)	kamayari
000041E8 (16872)	kamayari +1
000041E9 (16873)	wyvern spear +1
000041EA (16874)	partisan +1
000041EB (16875)	golden spear +1
000041EC (16876)	lance +1
000041ED (16877)	mythril lance +1
000041EE (16878)	darksteel lance +1
000041EF (16879)	cermet lance +1
000041F0 (16880)	holy lance +1
000041F1 (16881)	carnage lance
000041F2 (16882)	calamar
000041F3 (16883)	monsoon spear
000041F4 (16884)	narval
000041F5 (16885)	Gae Bolg
000041F6 (16886)	Grand Knight's lance
000041F7 (16887)	Peregrine
000041F8 (16888)	battle fork
000041F9 (16889)	battle fork +1
000041FA (16890)	obelisk lance
000041FB (16891)	obelisk lance +1
000041FC (16892)	spear of trials
000041FD (16893)	Reserve Captain's lance
000041FE (16894)	ox tongue +1
000041FF (16895)	ice lance +1
00004200 (16896)	kunai
00004201 (16897)	Kageboshi
00004202 (16898)	Combat Caster's kusabi
00004203 (16899)	Hototogisu
00004204 (16900)	wakizashi
00004205 (16901)	kodachi
00004206 (16902)	Sakurafubuki
00004207 (16903)	Kabutowari
00004208 (16904)	Fudo
00004209 (16905)	bokuto
0000420A (16906)	mokuto
0000420B (16907)	busuto
0000420C (16908)	yoto
0000420D (16909)	kororito
0000420E (16910)	mamushito
0000420F (16911)	Amanojaku
00004210 (16912)	Kitsutsuki
00004211 (16913)	Shinogi
00004212 (16914)	kunai +1
00004213 (16915)	hien
00004214 (16916)	hien +1
00004215 (16917)	Suzume
00004216 (16918)	wakizashi +1
00004217 (16919)	shinobi-gatana
00004218 (16920)	shinobi-gatana +1
00004219 (16921)	kodachi +1
0000421A (16922)	sakurafubuki +1
0000421B (16923)	kabutowari +1
0000421C (16924)	Hocho
0000421D (16925)	mokuto +1
0000421E (16926)	bokuto +1
0000421F (16927)	busuto +1
00004220 (16928)	hellfire sword
00004221 (16929)	burning claymore
00004222 (16930)	Mercenary's greatsword
00004223 (16931)	two-handed sword +1
00004224 (16932)	greatsword +1
00004225 (16933)	darksteel claymore +1
00004226 (16934)	Braveheart
00004227 (16935)	barbarian's sword
00004228 (16936)	demonic sword
00004229 (16937)	Ice Brand
0000422A (16938)	glorious sword
0000422B (16939)	ram-dao +1
0000422C (16940)	Gerwitz's sword
0000422D (16941)	flamberge +1
0000422E (16942)	Balmung
0000422F (16943)	Ascalon
00004230 (16944)	Lockheart
00004231 (16945)	Arondight
00004232 (16946)	Windurstian sword
00004233 (16947)	Federation sword
00004234 (16948)	Royal Swordsman's blade +1
00004235 (16949)	Royal Swordsman's blade +2
00004236 (16950)	mythril heart
00004237 (16951)	mythril heart +1
00004238 (16952)	sword of trials
00004239 (16953)	Reserve Captain's greatsword
0000423A (16954)	pealing nagan
0000423B (16955)	nagan +1
0000423C (16956)	skofnung
0000423D (16957)	faussar
0000423E (16958)	faussar +1
0000423F (16959)	platoon sword
00004240 (16960)	uchigatana
00004241 (16961)	Murasame
00004242 (16962)	ashura
00004244 (16964)	zanbato
00004245 (16965)	koryukagemitsu
00004246 (16966)	tachi
00004247 (16967)	mikazuki
00004248 (16968)	Kamewari
00004249 (16969)	Onikiri
0000424A (16970)	hosodachi
0000424C (16972)	kazaridachi
0000424D (16973)	homura
0000424E (16974)	Dotanuki
0000424F (16975)	Kanesada
00004250 (16976)	onimaru
00004252 (16978)	uchigatana +1
00004253 (16979)	ashura +1
00004254 (16980)	Sukesada
00004255 (16981)	tachi +1
00004256 (16982)	nodachi
00004257 (16983)	nodachi +1
00004258 (16984)	jindachi
00004259 (16985)	jindachi +1
0000425A (16986)	homura +1
0000425B (16987)	Okanehira
0000425C (16988)	Kotetsu
0000425D (16989)	mikazuki +1
0000425E (16990)	Daihannya
0000425F (16991)	Odenta
00004260 (16992)	slice of bluetail
00004261 (16993)	peeled crayfish
00004262 (16994)	slice of moat carp
00004263 (16995)	piece of rotten meat
00004264 (16996)	ball of sardine paste
00004265 (16997)	ball of crayfish paste
00004266 (16998)	ball of insect paste
00004267 (16999)	ball of trout paste
00004268 (17000)	meatball
00004269 (17001)	giant shell bug
0000426A (17002)	robber rig
0000426B (17003)	super scoop
0000426C (17004)	judge minnow
0000426D (17005)	Lufaise fly
0000426E (17006)	drill calamary
0000426F (17007)	dwarf pugil
00004273 (17011)	ebisu fishing rod
00004274 (17012)	Judge's rod
00004275 (17013)	goldfish bowl
00004276 (17014)	hume fishing rod
00004277 (17015)	halcyon rod
00004278 (17016)	Pet Food Alpha biscuit
00004279 (17017)	Pet Food Beta biscuit
0000427A (17018)	Pet Food Gamma biscuit
0000427B (17019)	Pet Food Delta biscuit
0000427C (17020)	Pet Food Epsilon biscuit
0000427D (17021)	Pet Food Zeta biscuit
0000427E (17022)	Pet Food Eta biscuit
0000427F (17023)	Pet Food Theta biscuit
00004280 (17024)	ash club
00004281 (17025)	chestnut club
00004282 (17026)	bone cudgel
00004283 (17027)	oak cudgel
00004284 (17028)	Freesword's club
00004285 (17029)	bouncer club
00004286 (17030)	great club
00004289 (17033)	bone cudgel +1
0000428A (17034)	bronze mace
0000428B (17035)	mace
0000428C (17036)	mythril mace
0000428D (17037)	darksteel mace
0000428E (17038)	buzdygan
0000428F (17039)	platinum mace
00004290 (17040)	Warp cudgel
00004291 (17041)	holy mace
00004292 (17042)	bronze hammer
00004293 (17043)	brass hammer
00004294 (17044)	warhammer
00004295 (17045)	maul
00004296 (17046)	darksteel maul
00004298 (17048)	Decurion's hammer
00004299 (17049)	maple wand
0000429A (17050)	willow wand
0000429B (17051)	yew wand
0000429C (17052)	chestnut wand
0000429D (17053)	rose wand
0000429E (17054)	ebony wand
000042A0 (17056)	mythic wand
000042A2 (17058)	Caduceus
000042A3 (17059)	bronze rod
000042A4 (17060)	rod
000042A5 (17061)	mythril rod
000042A6 (17062)	bone rod
000042A7 (17063)	darksteel rod
000042A8 (17064)	scepter
000042A9 (17065)	platinum rod
000042AB (17067)	Royal Guard's rod
000042AC (17068)	onion rod
000042AE (17070)	living rod
000042AF (17071)	heat rod
000042B0 (17072)	Lilith's rod
000042B1 (17073)	Mistilteinn
000042B2 (17074)	chocobo wand
000042B3 (17075)	star rod
000042B4 (17076)	earth wand
000042B8 (17080)	holy maul
000042B9 (17081)	brass rod
000042BA (17082)	Tactician Magician's wand
000042BB (17083)	time hammer
000042BD (17085)	holy wand
000042BE (17086)	bronze mace +1
000042BF (17087)	maple wand +1
000042C0 (17088)	ash staff
000042C1 (17089)	holly staff
000042C2 (17090)	elm staff
000042C3 (17091)	oak staff
000042C4 (17092)	mahogany staff
000042C5 (17093)	rune staff
000042C6 (17094)	Wise Wizard's staff
000042C7 (17095)	ash pole
000042C8 (17096)	holly pole
000042C9 (17097)	elm pole
000042CA (17098)	oak pole
000042CB (17099)	mahogany pole
000042CC (17100)	ebony pole
000042CD (17101)	mythic pole
000042CE (17102)	eight-sided pole
000042CF (17103)	Mercenary's pole
000042D0 (17104)	onion staff
000042D2 (17106)	rockmasher
000042D4 (17108)	healing staff
000042D7 (17111)	bronze rod +1
000042DA (17114)	holy maul +1
000042DB (17115)	warhammer +1
000042DC (17116)	misery staff
000042DD (17117)	hypno staff
000042DF (17119)	elm pole +1
000042E0 (17120)	oak pole +1
000042E1 (17121)	maul +1
000042E2 (17122)	ash pole +1
000042E3 (17123)	ash staff +1
000042E4 (17124)	holly pole +1
000042E5 (17125)	holly staff +1
000042E6 (17126)	elm staff +1
000042E7 (17127)	oak staff +1
000042E8 (17128)	Legionnaire's staff
000042E9 (17129)	Musketeer's pole
000042EA (17130)	Freesword's staff
000042EC (17132)	monster signa
000042ED (17133)	chanter's staff
000042EE (17134)	dolphin staff
000042EF (17135)	walrus staff
000042F0 (17136)	Sloth wand
000042F1 (17137)	ash club +1
000042F2 (17138)	willow wand +1
000042F3 (17139)	solid club
000042F4 (17140)	yew wand +1
000042F5 (17141)	solid wand
000042F6 (17142)	oak cudgel +1
000042F7 (17143)	rose wand +1
000042F8 (17144)	bronze hammer +1
000042F9 (17145)	mace +1
000042FA (17146)	rod +1
000042FB (17147)	mythril mace +1
000042FC (17148)	brass rod +1
000042FD (17149)	brass hammer +1
000042FE (17150)	Royal Squire's mace
000042FF (17151)	Musketeer Commander's rod
00004300 (17152)	shortbow
00004301 (17153)	self bow
00004302 (17154)	wrapped bow
00004303 (17155)	composite bow
00004304 (17156)	kaman
00004305 (17157)	rapid bow
00004306 (17158)	rune bow
00004307 (17159)	Freesword's bow
00004308 (17160)	longbow
00004309 (17161)	power bow
0000430A (17162)	great bow
0000430B (17163)	battle bow
0000430C (17164)	war bow
0000430D (17165)	arco de velocidad
0000430E (17166)	Lamian kaman
0000430F (17167)	Royal Archer's longbow
00004312 (17170)	speed bow
00004314 (17172)	wrapped bow +1
00004315 (17173)	war bow +1
00004316 (17174)	Judge's bow
00004317 (17175)	shortbow +1
00004318 (17176)	self bow +1
00004319 (17177)	longbow +1
0000431A (17178)	power bow +1
0000431B (17179)	composite bow +1
0000431C (17180)	great bow +1
0000431D (17181)	battle bow +1
0000431E (17182)	kaman +1
0000431F (17183)	hunter's longbow
00004320 (17184)	assassin's bow
00004322 (17186)	Sagittarius' bow
00004323 (17187)	Eurytos' bow
00004324 (17188)	sniping bow
00004325 (17189)	rapid bow +1
00004326 (17190)	sarnga
00004327 (17191)	pharaoh's bow
00004328 (17192)	Ifrit's bow
00004329 (17193)	shadow bow
0000432A (17194)	shadow bow +1
0000432B (17195)	Windurstian bow
0000432C (17196)	Federation bow
0000432D (17197)	San d'Orian bow
0000432E (17198)	Kingdom bow
0000432F (17199)	Loxley bow
00004330 (17200)	rosenbogen
00004331 (17201)	rosenbogen +1
00004332 (17202)	platoon bow
00004333 (17203)	shikar bow
00004334 (17204)	mighty bow
00004335 (17205)	gendawa
00004336 (17206)	gendawa +1
00004337 (17207)	expunger
00004338 (17208)	hamayumi
00004339 (17209)	martial bow
0000433A (17210)	martial gun
0000433B (17211)	almogavar bow
0000433C (17212)	Selene's bow
0000433D (17213)	staurobow
0000433E (17214)	staurobow +1
0000433F (17215)	thug's zamburak
00004340 (17216)	light crossbow
00004341 (17217)	crossbow
00004342 (17218)	zamburak
00004343 (17219)	arbalest
00004344 (17220)	heavy crossbow
00004345 (17221)	repeating crossbow
00004346 (17222)	hexagun
00004347 (17223)	Legionnaire's crossbow
00004348 (17224)	killer crossbow
00004349 (17225)	crossbow +1
0000434A (17226)	arbalest +1
0000434B (17227)	heavy crossbow +1
0000434C (17228)	light crossbow +1
0000434D (17229)	zamburak +1
0000434E (17230)	power crossbow
0000434F (17231)	Tell's crossbow
00004350 (17232)	lion crossbow
00004351 (17233)	machine crossbow
00004352 (17234)	flagellant's crossbow
00004353 (17235)	armbrust
00004354 (17236)	Leo crossbow
00004355 (17237)	Leo crossbow +1
00004356 (17238)	Bastokan crossbow
00004357 (17239)	Republic crossbow
00004358 (17240)	lightning bow
00004359 (17241)	lightning bow +1
0000435A (17242)	velocity bow
0000435B (17243)	velocity bow +1
0000435C (17244)	Othinus' bow
0000435D (17245)	Grosveneur's bow
0000435E (17246)	Ziska's crossbow
0000435F (17247)	rikonodo
00004360 (17248)	arquebus
00004361 (17249)	Magoichi's gun
00004362 (17250)	matchlock gun
00004363 (17251)	hellfire
00004364 (17252)	culverin
00004365 (17253)	Musketeer gun
00004366 (17254)	arquebus +1
00004367 (17255)	hakenbuechse
00004368 (17256)	serpentine gun
00004369 (17257)	bandit's gun
0000436A (17258)	bandit's gun +1
0000436B (17259)	pirate's gun
0000436C (17260)	pirate's gun +1
0000436D (17261)	matchlock gun +1
0000436E (17262)	corsair's gun
0000436F (17263)	corsair's gun +1
00004370 (17264)	hellfire +1
00004371 (17265)	tanegashima
00004372 (17266)	tanegashima +1
00004373 (17267)	negoroshiki
00004374 (17268)	negoroshiki +1
00004375 (17269)	musketeer gun +1
00004376 (17270)	musketeer gun +2
00004377 (17271)	platoon gun
00004378 (17272)	military gun
0000437A (17274)	deluxe carbine
0000437B (17275)	coffinmaker
0000437C (17276)	antique bullet +1
0000437D (17277)	hedgehog bomb
0000437E (17278)	gold bullet
0000437F (17279)	moonring blade +1
00004380 (17280)	boomerang
00004381 (17281)	wingedge
00004382 (17282)	Combat Caster's boomerang
00004383 (17283)	Junior Musketeer's chakram
00004384 (17284)	chakram
00004385 (17285)	moonring blade
00004386 (17286)	rising sun
00004387 (17287)	boomerang +1
00004388 (17288)	wingedge +1
00004389 (17289)	chakram +1
0000438A (17290)	coarse boomerang
0000438B (17291)	flame boomerang
0000438C (17292)	long boomerang
0000438D (17293)	Yagudo freezer
0000438E (17294)	comet tail
0000438F (17295)	rising sun +1
00004390 (17296)	pebble
00004391 (17297)	throwing coin
00004392 (17298)	tathlum
00004393 (17299)	astragalos
00004394 (17300)	platinum bullet
00004395 (17301)	shuriken
00004396 (17302)	juji shuriken
00004397 (17303)	manji shuriken
00004398 (17304)	fuma shuriken
00004399 (17305)	cluster arm
0000439A (17306)	snoll arm
0000439B (17307)	dart
0000439C (17308)	hawkeye
0000439D (17309)	pinwheel
0000439E (17310)	hyo
0000439F (17311)	dart +1
000043A0 (17312)	iron bullet
000043A1 (17313)	grenade
000043A2 (17314)	quake grenade
000043A3 (17315)	riot grenade
000043A4 (17316)	bomb arm
000043A5 (17317)	gold arrow
000043A6 (17318)	wooden arrow
000043A7 (17319)	bone arrow
000043A8 (17320)	iron arrow
000043A9 (17321)	silver arrow
000043AA (17322)	fire arrow
000043AB (17323)	ice arrow
000043AC (17324)	lightning arrow
000043AD (17325)	kabura arrow
000043AE (17326)	Judge's arrow
000043AF (17327)	Grand Knight's arrow
000043B0 (17328)	Gold Musketeer's bolt
000043B1 (17329)	Patriarch Protector's arrow
000043B2 (17330)	stone arrow
000043B3 (17331)	old arrow
000043B4 (17332)	fang arrow
000043B5 (17333)	rune arrow
000043B6 (17334)	platinum arrow
000043B7 (17335)	rusty bolt
000043B8 (17336)	crossbow bolt
000043B9 (17337)	mythril bolt
000043BA (17338)	darksteel bolt
000043BB (17339)	bronze bolt
000043BC (17340)	bullet
000043BD (17341)	silver bullet
000043BE (17342)	cannon shell
000043BF (17343)	bronze bullet
000043C0 (17344)	cornette
000043C1 (17345)	flute
000043C2 (17346)	siren flute
000043C3 (17347)	piccolo
000043C4 (17348)	traversiere
000043C5 (17349)	faerie piccolo
000043C6 (17350)	angel's flute
000043C7 (17351)	gemshorn
000043C8 (17352)	horn
000043C9 (17353)	maple harp
000043CA (17354)	harp
000043CB (17355)	rose harp
000043CC (17356)	Lamia harp
000043CD (17357)	ebony harp
000043CF (17359)	mythic harp
000043D1 (17361)	crumhorn
000043D2 (17362)	shofar
000043D4 (17364)	Cythara Anglica
000043D5 (17365)	frenzy fife
000043D6 (17366)	Mary's horn
000043D7 (17367)	Royal Spearman's horn
000043D8 (17368)	piccolo +1
000043D9 (17369)	cornette +1
000043DA (17370)	gemshorn +1
000043DB (17371)	horn +1
000043DC (17372)	flute +1
000043DD (17373)	maple harp +1
000043DE (17374)	harp +1
000043DF (17375)	traversiere +1
000043E0 (17376)	rose harp +1
000043E1 (17377)	crumhorn +1
000043E2 (17378)	angel flute +1
000043E3 (17379)	Hamelin flute
000043E4 (17380)	Mithran fishing rod
000043E5 (17381)	composite fishing rod
000043E6 (17382)	single hook fishing rod
000043E7 (17383)	clothespole
000043E8 (17384)	carbon fishing rod
000043E9 (17385)	glass fiber fishing rod
000043EA (17386)	Lu Shang's fishing rod
000043EB (17387)	Tarutaru fishing rod
000043EC (17388)	fastwater fishing rod
000043ED (17389)	bamboo fishing rod
000043EE (17390)	yew fishing rod
000043EF (17391)	willow fishing rod
000043F0 (17392)	slice of sardine
000043F1 (17393)	slice of cod
000043F2 (17394)	peeled lobster
000043F3 (17395)	lugworm
000043F4 (17396)	little worm
000043F5 (17397)	shell bug
000043F6 (17398)	rogue rig
000043F7 (17399)	sabiki rig
000043F8 (17400)	sinking minnow
000043F9 (17401)	lizard lure
000043FA (17402)	shrimp lure
000043FB (17403)	frog lure
000043FC (17404)	worm lure
000043FD (17405)	fly lure
000043FE (17406)	Judge's lure
000043FF (17407)	minnow
00004400 (17408)	great club +1
00004401 (17409)	mythril rod +1
00004402 (17410)	bone rod +1
00004403 (17411)	holy mace +1
00004404 (17412)	wild cudgel
00004405 (17413)	hermit's wand
00004406 (17414)	pixie mace
00004407 (17415)	shellbuster
00004408 (17416)	arcana breaker
00004409 (17417)	rabbit stick
0000440A (17418)	moonlight wand
0000440B (17419)	Artemis' wand
0000440C (17420)	Selene's wand
0000440D (17421)	moonwatch wand
0000440E (17422)	blessed hammer
0000440F (17423)	casting wand
00004410 (17424)	spiked club
00004411 (17425)	spiked club +1
00004412 (17426)	replica maul
00004413 (17427)	ebony wand +1
00004414 (17428)	darksteel mace +1
00004415 (17429)	dominion mace
00004416 (17430)	fey wand
00004417 (17431)	platinum mace +1
00004418 (17432)	darksteel maul +1
00004419 (17433)	mythic wand +1
0000441A (17434)	holy wand +1
0000441B (17435)	darksteel rod +1
0000441C (17436)	platinum rod +1
0000441D (17437)	curse wand
0000441E (17438)	Titan's cudgel
0000441F (17439)	Leviathan's rod
00004420 (17440)	kraken club
00004421 (17441)	eremite's wand
00004422 (17442)	eremite's wand +1
00004423 (17443)	Thoth's wand
00004424 (17444)	Windurstian Club
00004425 (17445)	Federation Club
00004426 (17446)	Tactician Magician's wand +1
00004427 (17447)	Tactician Magician's wand +2
00004428 (17448)	San d'Orian mace
00004429 (17449)	Kingdom mace
0000442A (17450)	healing mace
0000442B (17451)	morgenstern
0000442C (17452)	Bastokan hammer
0000442D (17453)	Republic hammer
0000442E (17454)	Asklepios
0000442F (17455)	Skirnir's wand
00004430 (17456)	club of trials
00004431 (17457)	Senior Gold Musketeer's rod
00004432 (17458)	Reserve Captain's mace
00004433 (17459)	scepter +1
00004434 (17460)	buzdygan +1
00004435 (17461)	rune rod
00004436 (17462)	platoon mace
00004437 (17463)	sealed mace
00004438 (17464)	purgatory mace
00004439 (17465)	mighty cudgel
0000443A (17466)	Dia wand
0000443B (17467)	martial wand
0000443C (17468)	Raise rod
0000443D (17469)	Raise II rod
0000443E (17470)	pealing buzdygan
0000443F (17471)	horrent mace
00004440 (17472)	cross-counters
00004441 (17473)	torama cesti
00004442 (17474)	grapnel
00004443 (17475)	darksteel katars +1
00004444 (17476)	cat baghnakhs +1
00004445 (17477)	bone patas +1
00004446 (17478)	beat cesti
00004447 (17479)	behemoth cesti +1
00004448 (17480)	diamond knuckles +1
00004449 (17481)	kaiser knuckles
0000444A (17482)	jamadhars +1
0000444B (17483)	venom katars +1
0000444C (17484)	stun jamadhars +1
0000444D (17485)	dragon claws +1
0000444E (17486)	stun claws +1
0000444F (17487)	corrosive claws
00004450 (17488)	cermet claws +1
00004451 (17489)	gold patas +1
00004452 (17490)	feral fangs
00004453 (17491)	spartan cesti
00004454 (17492)	Shiva's claws
00004455 (17493)	tropical punches
00004456 (17494)	tropical punches +1
00004457 (17495)	San d'Orian cesti
00004458 (17496)	Kingdom cesti
00004459 (17497)	Windurstian baghnakhs
0000445A (17498)	Federation baghnakhs
0000445B (17499)	Bastokan knuckles
0000445C (17500)	Republic knuckles
0000445D (17501)	Tactician Magician's hooks +1
0000445E (17502)	Tactician Magician's hooks +2
0000445F (17503)	exocets
00004460 (17504)	pagures
00004461 (17505)	Narasimha's cesti
00004462 (17506)	Vishnu's cesti
00004463 (17507)	knuckles of trials
00004464 (17508)	Master Caster's baghnakhs
00004465 (17509)	destroyers
00004466 (17510)	vampiric claws
00004467 (17511)	Indra katars
00004468 (17512)	hydro baghnakhs
00004469 (17513)	hydro baghnakhs +1
0000446A (17514)	hydro claws
0000446B (17515)	hydro claws +1
0000446C (17516)	hydro patas
0000446D (17517)	hydro patas +1
0000446E (17518)	manoples +1
0000446F (17519)	platoon cesti
00004470 (17520)	heavy staff
00004471 (17521)	mahogany pole +1
00004472 (17522)	pride staff
00004473 (17523)	quarterstaff
00004474 (17524)	footman's staff
00004475 (17525)	ebony pole +1
00004476 (17526)	mythic pole +1
00004477 (17527)	pole of trials
00004478 (17528)	astral signa
00004479 (17529)	sunlight pole
0000447A (17530)	Master Caster's pole
0000447B (17531)	Ramuh's staff
0000447C (17532)	Kukulcan's staff
0000447D (17533)	whale staff
0000447E (17534)	whale staff +1
0000447F (17535)	Windurstian pole
00004480 (17536)	Federation pole
00004481 (17537)	Windurstian staff
00004482 (17538)	Federation staff
00004483 (17539)	Musketeer's pole +1
00004484 (17540)	Musketeer's pole +2
00004485 (17541)	Bastokan staff
00004486 (17542)	Republic staff
00004487 (17543)	battle staff
00004488 (17544)	battle staff +1
00004489 (17545)	fire staff
0000448A (17546)	Vulcan's staff
0000448B (17547)	ice staff
0000448C (17548)	Aquilo's staff
0000448D (17549)	wind staff
0000448E (17550)	Auster's staff
0000448F (17551)	earth staff
00004490 (17552)	Terra's staff
00004491 (17553)	thunder staff
00004492 (17554)	Jupiter's staff
00004493 (17555)	water staff
00004494 (17556)	Neptune's staff
00004495 (17557)	light staff
00004496 (17558)	Apollo's staff
00004497 (17559)	dark staff
00004498 (17560)	Pluto's staff
00004499 (17561)	revenging staff
0000449A (17562)	revenging staff +1
0000449B (17563)	power staff
0000449C (17564)	Cocytus pole
0000449D (17565)	trick staff
0000449E (17566)	treat staff
0000449F (17567)	Kirin's pole
000044A0 (17568)	eight-sided pole +1
000044A1 (17569)	iron-splitter
000044A2 (17570)	iron-splitter +1
000044A3 (17571)	platoon pole
000044A4 (17572)	dusky staff
000044A5 (17573)	himmel stock
000044A6 (17574)	Archalaus's pole
000044A7 (17575)	somnus signa
000044A8 (17576)	grim staff
000044A9 (17577)	capricorn staff
000044AA (17578)	zen pole
000044AB (17579)	wyvern perch
000044AC (17580)	military pole
000044AD (17581)	mighty pole
000044AE (17582)	prelatic pole
000044AF (17583)	Kingdom Signet staff
000044B0 (17584)	Republic Signet staff
000044B1 (17585)	Federation Signet staff
000044B2 (17586)	mercurial pole
000044B3 (17587)	trick staff II
000044B4 (17588)	treat staff II
000044B5 (17589)	thyrsusstab
000044B6 (17590)	primate staff
000044B7 (17591)	primate staff +1
000044B8 (17592)	kinkobo
000044B9 (17593)	martial staff
000044BA (17594)	gelong staff
000044BB (17595)	hope staff
000044BC (17596)	steel-splitter
000044BD (17597)	dragon staff
000044BE (17598)	Bahamut's staff
000044BF (17599)	Diabolos's pole
000044C0 (17600)	stun knife +1
000044C1 (17601)	demon's knife
000044C2 (17602)	demon's knife +1
000044C3 (17603)	cermet kukri +1
000044C4 (17604)	venom kukri +1
000044C5 (17605)	acid dagger
000044C6 (17606)	corrosive dagger
000044C7 (17607)	corrosive baselard
000044C8 (17608)	corrosive knife
000044C9 (17609)	cermet knife +1
000044CA (17610)	bone knife
000044CB (17611)	bone knife +1
000044CC (17612)	beetle knife
000044CD (17613)	beetle knife +1
000044CE (17614)	stun kukri +1
000044CF (17615)	chicken knife
000044D0 (17616)	dagger of trials
000044D1 (17617)	Master Caster's knife
000044D2 (17618)	kidney dagger
000044D3 (17619)	daylight dagger
000044D4 (17620)	misericorde +1
000044D5 (17621)	gully +1
000044D6 (17622)	buccaneer's knife
000044D7 (17623)	Bartholomew's knife
000044D8 (17624)	Anubis's knife
000044D9 (17625)	ponderous gully
000044DB (17627)	Garuda's dagger
000044DC (17628)	behemoth knife
000044DD (17629)	behemoth knife +1
000044DE (17630)	hawker's knife
000044DF (17631)	hawker's knife +1
000044E0 (17632)	colichemarde +1
000044E1 (17633)	rapier +1
000044E2 (17634)	wasp fleuret
000044E3 (17635)	schwert +1
000044E4 (17636)	jagdplaute +1
000044E5 (17637)	wing sword +1
000044E6 (17638)	katzbalger +1
000044E7 (17639)	cutlass +1
000044E8 (17640)	platinum cutlass +1
000044E9 (17641)	gold sword +1
000044EA (17642)	hanger +1
000044EB (17643)	honor sword
000044EC (17644)	Judge's sword
000044ED (17645)	espadon +1
000044EE (17646)	carnage sword
000044EF (17647)	Aramis's rapier
000044F0 (17648)	Dragvandil
000044F1 (17649)	nightmare sword
000044F2 (17650)	Nadrs
000044F3 (17651)	Dainslaif
000044F4 (17652)	Joyeuse
000044F5 (17653)	Hrotti
000044F6 (17654)	sapara of trials
000044F7 (17655)	Senior Gold Musketeer's scimitar
000044F8 (17656)	verdun +1
000044F9 (17657)	anelace +1
000044FA (17658)	tutelary
000044FB (17659)	Seiryu's sword
000044FC (17660)	kilij
000044FD (17661)	storm scimitar
000044FE (17662)	company sword
000044FF (17663)	kilij +1
00004501 (17665)	Ifrit's blade
00004502 (17666)	Junior Musketeer's tuck +1
00004503 (17667)	Junior Musketeer's tuck +2
00004506 (17670)	Temple Knight Army sword +1
00004507 (17671)	Temple Knight Army sword +2
00004508 (17672)	Bastokan sword
00004509 (17673)	Republic sword
0000450A (17674)	Combat Caster's scimitar +1
0000450B (17675)	Combat Caster's scimitar +2
0000450C (17676)	Tactician Magician's espadon +1
0000450D (17677)	Tactician Magician's espadon +2
0000450E (17678)	San d'Orian sword
0000450F (17679)	Kingdom sword
00004510 (17680)	Musketeer's sword +1
00004511 (17681)	Musketeer's sword +2
00004512 (17682)	sacred sword
00004513 (17683)	sacred degen
00004516 (17686)	spark bilbo
00004517 (17687)	spark bilbo +1
00004518 (17688)	spark degen
00004519 (17689)	spark degen +1
0000451A (17690)	spark rapier
0000451B (17691)	spark rapier +1
0000451C (17692)	platoon spatha
0000451D (17693)	grudge sword
0000451E (17694)	guespiere
0000451F (17695)	Bayard's sword
00004520 (17696)	buzzard tuck
00004521 (17697)	mighty talwar
00004522 (17698)	princely sword
00004523 (17699)	dissector
00004524 (17700)	Durandal
00004525 (17701)	shotel
00004526 (17702)	shotel +1
00004527 (17703)	pealing anelace
00004528 (17704)	vulcan sword
00004529 (17705)	vulcan degen
0000452A (17706)	vulcan blade
0000452B (17707)	martial anelace
0000452C (17708)	auriga xiphos
0000452D (17709)	swan bilbo
0000452E (17710)	justice sword
0000452F (17711)	Shiva's shotel
00004530 (17712)	kaskara +1
00004531 (17713)	macuahuitl
00004532 (17714)	macuahuitl +1
00004533 (17715)	storm tulwar
00004534 (17716)	macuahuitl -1
00004535 (17717)	Immortal's scimitar
00004536 (17718)	leech scimitar
00004537 (17719)	mensur epee
00004538 (17720)	company fleuret
00004539 (17721)	sanguine sword
0000453A (17722)	phantom fleuret
0000453B (17723)	singh kilij
0000453C (17724)	darksteel kilij
0000453D (17725)	darksteel kilij +1
0000453E (17726)	Immortal's shotel
0000453F (17727)	adaman kilij
00004540 (17728)	adaman kilij +1
00004541 (17729)	vermin slayer
00004542 (17730)	insect slayer
00004543 (17731)	aquan slayer
00004544 (17732)	marine slayer
00004545 (17733)	dragon slayer
00004546 (17734)	wyrm slayer
00004547 (17735)	demon slayer
00004548 (17736)	devil slayer
00004549 (17737)	corsair's scimitar
0000454A (17738)	hauteclaire
0000454B (17739)	steel kilij
0000454C (17740)	steel kilij +1
0000454D (17741)	perdu hanger
